"2025-05-27 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac1"
"2025-05-26 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac1"
"2025-05-26 00:00:00","Bundelas (Draadkruis)","Mechanische parameters","Linac1"
"2025-05-26 00:00:00","Veldgrootte Lichtveld","Mechanische parameters","Linac1"
"2025-05-23 00:00:00","Lichtveldfotonenveld 1 veld per kwaliteit","Fotonenbundels","Linac3"
"2025-05-23 00:00:00","Leaf Speed","VMAT","Linac3"
"2025-05-23 00:00:00","Ketentest CMA/XVI (met MIMI)","Verificatie/Imaging","Linac3"
"2025-05-23 00:00:00","Veldvlakheid en veldsymmetrie grootste veld","Elektronenbundels","Linac5"
"2025-05-23 00:00:00","Kwaliteit van de electronenbundel R80% bij gantryhoek 0","Elektronenbundels","Linac5"
"2025-05-23 00:00:00","Lasers","Mechanische parameters","Linac3"
"2025-05-23 00:00:00","Gantry wals poetsen","Systeem","Linac3"
"2025-05-23 00:00:00","Isocentrum positie","Mechanische parameters","Linac3"
"2025-05-23 00:00:00","Bundelas (Draadkruis)","Mechanische parameters","Linac3"
"2025-05-22 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac5"
"2025-05-20 00:00:00","Vacuum","Systeem","Linac3"
"2025-05-20 00:00:00","Accessoires","Veiligheids- en instelsystemen","Linac3"
"2025-05-20 00:00:00","Kwaliteit van de electronenbundel R80% bij gantryhoek 0","Elektronenbundels","Linac2"
"2025-05-20 00:00:00","Gasdruk","Systeem","Linac3"
"2025-05-20 00:00:00","Koelwaterdruk","Systeem","Linac3"
"2025-05-20 00:00:00","Toegangsbeveiligingen","Veiligheids- en instelsystemen","Linac3"
"2025-05-20 00:00:00","Veldvlakheid en veldsymmetrie grootste veld","Elektronenbundels","Linac2"
"2025-05-20 00:00:00","Veldsymmetrie en Veldvlakheid","Fotonenbundels","Linac2"
"2025-05-20 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac3"
"2025-05-20 00:00:00","Optische afstandsmeter","Mechanische parameters","Linac3"
"2025-05-20 00:00:00","Offline agility test","VMAT","Linac2"
"2025-05-19 00:00:00","Veldgrootte Lichtveld","Mechanische parameters","Linac2"
"2025-05-19 00:00:00","Toegangsbeveiligingen","Veiligheids- en instelsystemen","Linac2"
"2025-05-19 00:00:00","Leaf Speed","VMAT","Linac2"
"2025-05-19 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac2"
"2025-05-19 00:00:00","Gantry wals poetsen","Systeem","Linac2"
"2025-05-19 00:00:00","Ball Bearing","Verificatie/Imaging","Linac2"
"2025-05-19 00:00:00","Fully Dynamic Test (logfile viewer)","VMAT","Linac2"
"2025-05-19 00:00:00","Accessoires","Veiligheids- en instelsystemen","Linac2"
"2025-05-19 00:00:00","Leaf Speed","VMAT","Linac2"
"2025-05-16 00:00:00","Absolute dosimetrie","Systeem","GK"
"2025-05-16 00:00:00","CBCT precision Test","Systeem","GK"
"2025-05-16 00:00:00","Clearance Check Tool Test","Systeem","GK"
"2025-05-16 00:00:00","Nominal Dose Rate","VMAT","Linac2"
"2025-05-16 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac5"
"2025-05-16 00:00:00","Lichtveldfotonenveld 1 veld per kwaliteit","Fotonenbundels","Linac2"
"2025-05-16 00:00:00","Beeldkwaliteit CBCT ","Systeem","GK"
"2025-05-16 00:00:00","Focus Precision Test","Systeem","GK"
"2025-05-16 00:00:00","Lasers","Mechanische parameters","Linac2"
"2025-05-16 00:00:00","Isocentrum positie","Mechanische parameters","Linac2"
"2025-05-15 00:00:00","Gantry wals poetsen","Systeem","Linac1"
"2025-05-15 00:00:00","Gasdruk","Systeem","Linac1"
"2025-05-15 00:00:00","Fully Dynamic Test (logfile viewer)","VMAT","Linac1"
"2025-05-15 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac1"
"2025-05-15 00:00:00","Koelwaterdruk","Systeem","Linac1"
"2025-05-15 00:00:00","Offline agility test","VMAT","Linac1"
"2025-05-15 00:00:00","Bundelas (Draadkruis)","Mechanische parameters","Linac1"
"2025-05-15 00:00:00","Vacuum","Systeem","Linac1"
"2025-05-15 00:00:00","Ketentest CMA/XVI (met MIMI)","Verificatie/Imaging","Linac1"
"2025-05-15 00:00:00","Fully Dynamic Test (logfile viewer)","VMAT","Linac1"
"2025-05-15 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac1"
"2025-05-15 00:00:00","Offline agility test","VMAT","Linac1"
"2025-05-15 00:00:00","Bundelas (Draadkruis)","Mechanische parameters","Linac1"
"2025-05-15 00:00:00","Fully Dynamic Test (logfile viewer)","VMAT","Linac1"
"2025-05-15 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac1"
"2025-05-15 00:00:00","Offline agility test","VMAT","Linac1"
"2025-05-15 00:00:00","Fully Dynamic Test (logfile viewer)","VMAT","Linac1"
"2025-05-15 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac1"
"2025-05-15 00:00:00","Bundelas (Draadkruis)","Mechanische parameters","Linac1"
"2025-05-14 00:00:00","Invloed van dosistempo","Dosismonitorsysteem","Linac3"
"2025-05-14 00:00:00","Optische afstandsmeter","Mechanische parameters","Linac2"
"2025-05-14 00:00:00","Invloed van de gantryhoek","Dosismonitorsysteem","Linac3"
"2025-05-14 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac2"
"2025-05-14 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac3"
"2025-05-14 00:00:00","Lasers","Mechanische parameters","Linac5"
"2025-05-14 00:00:00","Reproduceerbaarheid <a href=d1.php>L1</a>,<a href=d2.php>L2</a>,<a href=d3.php>L3</a>,<a href=d4.php>L4</a>","Dosismonitorsysteem","Linac3"
"2025-05-14 00:00:00","Lichtveldfotonenveld 1 veld per kwaliteit","Fotonenbundels","Linac5"
"2025-05-14 00:00:00","Fully Dynamic Test (logfile viewer)","VMAT","Linac3"
"2025-05-14 00:00:00","Gantry wals poetsen","Systeem","Linac5"
"2025-05-14 00:00:00","Invloed van de diafragmahoek","Dosismonitorsysteem","Linac3"
"2025-05-14 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac5"
"2025-05-14 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac2"
"2025-05-14 00:00:00","Veldgrootte Lichtveld","Mechanische parameters","Linac5"
"2025-05-14 00:00:00","Veldgrootte Lichtveld","Mechanische parameters","Linac3"
"2025-05-14 00:00:00","Restart BrachyVision PC","Software","HDR"
"2025-05-14 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac5"
"2025-05-14 00:00:00","Evenredigheid","Dosismonitorsysteem","Linac3"
"2025-05-14 00:00:00","Invloed van gantryrotatie","Dosismonitorsysteem","Linac3"
"2025-05-14 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac5"
"2025-05-14 00:00:00","Optische afstandsmeter","Mechanische parameters","Linac5"
"2025-05-12 00:00:00","Veldgrootte Lichtveld","Mechanische parameters","Linac2"
"2025-05-09 00:00:00","Rotatiehoeken","Mechanische parameters","Linac1"
"2025-05-09 00:00:00","Rotatiehoeken","Mechanische parameters","Linac1"
"2025-05-09 00:00:00","Leaf Speed","VMAT","Linac1"
"2025-05-09 00:00:00","Nauwkeurigheid van de isocentrische draaing van de tafel","Isocentrische behandeltafels","Linac1"
"2025-05-09 00:00:00","Leaf Speed","VMAT","Linac1"
"2025-05-09 00:00:00","Isocentrische stabiliteit","Mechanische parameters","Linac1"
"2025-05-09 00:00:00","Nauwkeurigheid van de isocentrische draaing van de tafel","Isocentrische behandeltafels","Linac1"
"2025-05-08 00:00:00","Optische afstandsmeter","Mechanische parameters","Linac1"
"2025-05-08 00:00:00","Vacuum","Systeem","Linac1"
"2025-05-08 00:00:00","Lichtveldfotonenveld 1 veld per kwaliteit","Fotonenbundels","Linac1"
"2025-05-08 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac1"
"2025-05-08 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac1"
"2025-05-08 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac1"
"2025-05-08 00:00:00","Veldsymmetrie en Veldvlakheid","Fotonenbundels","Linac1"
"2025-05-08 00:00:00","Veldgrootte Lichtveld","Mechanische parameters","Linac1"
"2025-05-08 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac1"
"2025-05-08 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac1"
"2025-05-08 00:00:00","Toegangsbeveiligingen","Veiligheids- en instelsystemen","Linac1"
"2025-05-08 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac1"
"2025-05-08 00:00:00","Koelwaterdruk","Systeem","Linac1"
"2025-05-08 00:00:00","Lasers","Mechanische parameters","Linac1"
"2025-05-07 00:00:00","Bundelas (Draadkruis)","Mechanische parameters","Linac2"
"2025-05-07 00:00:00","Catphan <a href=c1.php>L1</a>,<a href=c2.php>L2</a>,<a href=c3.php>L3</a>,<a href=c4.php>L4</a>","Verificatie/Imaging","Linac2"
"2025-05-07 00:00:00","Bundelas (Draadkruis)","Mechanische parameters","Linac2"
"2025-05-07 00:00:00","Ketentest CMA/XVI (met MIMI)","Verificatie/Imaging","Linac2"
"2025-05-06 00:00:00","Lasers","Mechanische parameters","Linac3"
"2025-05-06 00:00:00","Catphan <a href=c1.php>L1</a>,<a href=c2.php>L2</a>,<a href=c3.php>L3</a>,<a href=c4.php>L4</a>","Verificatie/Imaging","Linac3"
"2025-05-06 00:00:00","Flexmaps maken","Verificatie/Imaging","Linac3"
"2025-05-06 00:00:00","Lichtveldfotonenveld 1 veld per kwaliteit","Fotonenbundels","Linac3"
"2025-05-02 00:00:00","Gasdruk","Systeem","Linac3"
"2025-05-02 00:00:00","Koelwaterdruk","Systeem","Linac3"
"2025-05-02 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac3"
"2025-05-02 00:00:00","Variatie met gantryhoek","Fotonenbundels","Linac3"
"2025-05-02 00:00:00","Optische afstandsmeter","Mechanische parameters","Linac3"
"2025-05-01 00:00:00","Kwaliteit van de electronenbundel R80% bij gantryhoek 0","Elektronenbundels","Linac5"
"2025-05-01 00:00:00","Gasdruk","Systeem","Linac5"
"2025-05-01 00:00:00","Isocentrum positie","Mechanische parameters","Linac5"
"2025-05-01 00:00:00","Veldvlakheid en veldsymmetrie grootste veld","Elektronenbundels","Linac5"
"2025-05-01 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac5"
"2025-05-01 00:00:00","Vacuum","Systeem","Linac5"
"2025-05-01 00:00:00","Offline agility test","VMAT","Linac5"
"2025-05-01 00:00:00","Ketentest CMA/XVI (met MIMI)","Verificatie/Imaging","Linac5"
"2025-05-01 00:00:00","Koelwaterdruk","Systeem","Linac5"
"2025-05-01 00:00:00","Nominal Dose Rate","VMAT","Linac5"
"2025-05-01 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac5"
"2025-05-01 00:00:00","Veldsymmetrie en Veldvlakheid","Fotonenbundels","Linac5"
"2025-04-29 00:00:00","Veldvlakheid en veldsymmetrie grootste veld","Elektronenbundels","Linac3"
"2025-04-29 00:00:00","Veldgrootte Lichtveld","Mechanische parameters","Linac3"
"2025-04-29 00:00:00","Nominal Dose Rate","VMAT","Linac3"
"2025-04-29 00:00:00","Kwaliteit van de electronenbundel R80% bij gantryhoek 0","Elektronenbundels","Linac3"
"2025-04-29 00:00:00","Veldsymmetrie en Veldvlakheid","Fotonenbundels","Linac3"
"2025-04-29 00:00:00","Vacuum","Systeem","Linac3"
"2025-04-29 00:00:00","Ball Bearing","Verificatie/Imaging","Linac3"
"2025-04-29 00:00:00","Badges inleveren","Badges","Stralingshygiëne"
"2025-04-29 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac3"
"2025-04-24 00:00:00","Koelwaterdruk","Systeem","Linac2"
"2025-04-24 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac2"
"2025-04-24 00:00:00","Vacuum","Systeem","Linac2"
"2025-04-24 00:00:00","Lichtveldfotonenveld 1 veld per kwaliteit","Fotonenbundels","Linac2"
"2025-04-24 00:00:00","Gasdruk","Systeem","Linac2"
"2025-04-24 00:00:00","Lasers","Mechanische parameters","Linac2"
"2025-04-24 00:00:00","Veldgrootte Lichtveld","Mechanische parameters","Linac2"
"2025-04-24 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac2"
"2025-04-24 00:00:00","Optische afstandsmeter","Mechanische parameters","Linac2"
"2025-04-24 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac2"
"2025-04-24 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac2"
"2025-04-23 00:00:00","Leaf Speed","VMAT","Linac5"
"2025-04-23 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac5"
"2025-04-23 00:00:00","Bundelas (Draadkruis)","Mechanische parameters","Linac5"
"2025-04-23 00:00:00","Veldgrootte Lichtveld","Mechanische parameters","Linac5"
"2025-04-23 00:00:00","Fully Dynamic Test (logfile viewer)","VMAT","Linac5"
"2025-04-23 00:00:00","Accessoires","Veiligheids- en instelsystemen","Linac5"
"2025-04-23 00:00:00","Offline agility test","VMAT","Linac3"
"2025-04-23 00:00:00","Optische afstandsmeter","Mechanische parameters","Linac5"
"2025-04-23 00:00:00","Toegangsbeveiligingen","Veiligheids- en instelsystemen","Linac5"
"2025-04-23 00:00:00","Lasers","Mechanische parameters","Linac5"
"2025-04-23 00:00:00","Lichtveldfotonenveld 1 veld per kwaliteit","Fotonenbundels","Linac5"
"2025-04-22 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac3"
"2025-04-22 00:00:00","IJking veldinstrument Fotonen Linac 4","Referentie Dosimetrie","Dosimetrie"
"2025-04-21 00:00:00","Agility MLC Calibratie","Fotonenbundels","Linac3"
"2025-04-21 00:00:00","Lichtveldfotonenveld 1 veld per kwaliteit","Fotonenbundels","Linac3"
"2025-04-21 00:00:00","Lasers","Mechanische parameters","Linac3"
"2025-04-18 00:00:00","Controle Veldinstrument Fotonen Linac 3","Referentie Dosimetrie","Dosimetrie"
"2025-04-18 00:00:00","IJking veldinstrument Elektronen Linac 4","Referentie Dosimetrie","Dosimetrie"
"2025-04-18 00:00:00","Controle Veldinstrument Fotonen Linac 4","Referentie Dosimetrie","Dosimetrie"
"2025-04-18 00:00:00","IJking veldinstrument Elektronen Linac 4","Referentie Dosimetrie","Dosimetrie"
"2025-04-17 00:00:00","Koelwaterdruk","Systeem","Linac1"
"2025-04-17 00:00:00","Lasers","Mechanische parameters","Linac1"
"2025-04-17 00:00:00","Vacuum","Systeem","Linac1"
"2025-04-17 00:00:00","Gasdruk","Systeem","Linac1"
"2025-04-17 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac1"
"2025-04-16 00:00:00","Isocentrum positie","Mechanische parameters","Linac1"
"2025-04-16 00:00:00","Veldgrootte Lichtveld","Mechanische parameters","Linac1"
"2025-04-16 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac1"
"2025-04-16 00:00:00","Invloed veldvorm (Beamscan)","Dosismonitorsysteem","Linac1"
"2025-04-16 00:00:00","Onderhoud leverancier","Onderhoud en oefening","CT-SIM"
"2025-04-16 00:00:00","Hounsfield dichtheid","Verificatie/Imaging","CT-SIM"
"2025-04-16 00:00:00","Nominal Dose Rate","VMAT","Linac1"
"2025-04-16 00:00:00","Lasers","Mechanische parameters","CT-SIM"
"2025-04-16 00:00:00","Bundelas (Draadkruis)","Mechanische parameters","Linac1"
"2025-04-16 00:00:00","Optische afstandsmeter","Mechanische parameters","Linac1"
"2025-04-16 00:00:00","Tafelvlakheid CT-sim","Isocentrische behandeltafels","CT-SIM"
"2025-04-16 00:00:00","Lichtveldfotonenveld 1 veld per kwaliteit","Fotonenbundels","Linac1"
"2025-04-15 00:00:00","Veldgrootte Lichtveld","Mechanische parameters","Linac3"
"2025-04-15 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac5"
"2025-04-15 00:00:00","Vacuum","Systeem","Linac5"
"2025-04-15 00:00:00","Koelwaterdruk","Systeem","Linac3"
"2025-04-15 00:00:00","Nominal Dose Rate","VMAT","Linac3"
"2025-04-15 00:00:00","Gantry wals poetsen","Systeem","Linac3"
"2025-04-15 00:00:00","Botsbeveiliging","Veiligheids- en instelsystemen","Linac3"
"2025-04-15 00:00:00","Nauwkeurigheid van de isocentrische draaing van de tafel","Isocentrische behandeltafels","Linac3"
"2025-04-15 00:00:00","Toegangsbeveiligingen","Veiligheids- en instelsystemen","Linac3"
"2025-04-15 00:00:00","Optische afstandsmeter","Mechanische parameters","Linac3"
"2025-04-15 00:00:00","Vacuum","Systeem","Linac3"
"2025-04-15 00:00:00","Koelwaterdruk","Systeem","Linac5"
"2025-04-15 00:00:00","Isocentrum positie","Mechanische parameters","Linac3"
"2025-04-15 00:00:00","Bundelas (Draadkruis)","Mechanische parameters","Linac3"
"2025-04-15 00:00:00","Isocentrische stabiliteit","Mechanische parameters","Linac3"
"2025-04-15 00:00:00","Gasdruk","Systeem","Linac5"
"2025-04-15 00:00:00","Accessoires","Veiligheids- en instelsystemen","Linac3"
"2025-04-15 00:00:00","Rotatiehoeken","Mechanische parameters","Linac3"
"2025-04-15 00:00:00","Gasdruk","Systeem","Linac3"
"2025-04-15 00:00:00","Leaf Speed","VMAT","Linac3"
"2025-04-14 00:00:00","Ketentest CMA/XVI (met MIMI)","Verificatie/Imaging","Linac3"
"2025-04-10 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac2"
"2025-04-10 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac2"
"2025-04-10 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac2"
"2025-04-10 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac2"
"2025-04-10 00:00:00","Veldvlakheid en veldsymmetrie grootste veld","Elektronenbundels","Linac2"
"2025-04-10 00:00:00","Veldsymmetrie en Veldvlakheid","Fotonenbundels","Linac2"
"2025-04-10 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac2"
"2025-04-10 00:00:00","Kwaliteit van de electronenbundel R80% bij gantryhoek 0","Elektronenbundels","Linac2"
"2025-04-10 00:00:00","Output Controle: <a href=1.php>L1</a>,<a href=2.php>L2</a>,<a href=3.php>L3</a>,<a href=4.php>L4</a>","Dosismonitorsysteem","Linac2"
"2025-04-09 00:00:00","Fully Dynamic Test (logfile viewer)","VMAT","Linac3"
"2025-04-09 00:00:00","Fully Dynamic Test (logfile viewer)","VMAT","Linac2"
"2025-04-09 00:00:00","Accessoires","Veiligheids- en instelsystemen","Linac2"
"2025-04-09 00:00:00","Leaf Speed","VMAT","Linac2"
"2025-04-09 00:00:00","Toegangsbeveiligingen","Veiligheids- en instelsystemen","Linac2"
"2025-04-07 00:00:00","Archive check","Systeem","RS"
"2025-04-07 00:00:00","Optische afstandsmeter","Mechanische parameters","Linac5"
"2025-04-04 00:00:00","Ketentest CMA/XVI (met MIMI)","Verificatie/Imaging","Linac1"
"2025-04-04 00:00:00","Leaf Speed","VMAT","Linac1"
"2025-04-04 00:00:00","Fully Dynamic Test (logfile viewer)","VMAT","Linac1"
"2025-04-04 00:00:00","Lasers","Mechanische parameters","Linac1"
"2025-04-04 00:00:00","Gasdruk","Systeem","Linac1"
